,Fighter_name,Average_significant_strikes,Average_takedowns,Average_submission_attempts,Average_knockdowns,Average_activity,Wins,Loss,Winrate,Weight_class
514,Dustin Neace,18.0,0.0,1.0,0.0,19.0,0.0,1.0,0.0,['Featherweight']
515,Dashon Johnson,9.0,0.5,0.5,0.0,10.0,0.0,2.0,0.0,['Featherweight' 'Lightweight']
516,Francis Carmont,24.89,1.44,0.56,0.11,27.0,6.0,3.0,0.67,['Middleweight']
517,Manon Fiorot,77.83,1.17,0.0,0.17,79.17,6.0,0.0,1.0,"[""Women's Flyweight""]"
518,Homer Moore,4.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,['Light Heavyweight']
519,Chuck O'Neil,47.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,['Welterweight']
520,Youssef Zalal,41.29,2.14,1.14,0.14,44.71,4.0,3.0,0.57,['Featherweight' 'Bantamweight']
521,Francis Marshall,13.33,1.0,0.67,0.33,15.33,1.0,2.0,0.33,['Featherweight']
522,Niko Price,37.79,0.43,0.43,0.29,38.94,7.0,7.0,0.5,['Welterweight']
523,Brad Gumm,15.0,0.0,0.5,0.0,15.5,1.0,1.0,0.5,['Lightweight' 'Welterweight']
524,Shamil Gamzatov,49.5,0.0,0.0,0.0,49.5,1.0,1.0,0.5,['Light Heavyweight']
525,Steve Byrnes,18.0,3.0,4.0,0.0,25.0,0.0,1.0,0.0,['Middleweight']
526,Wade Shipp,20.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,['Heavyweight']
527,Steve Kennedy,20.5,1.5,0.0,0.0,22.0,0.0,2.0,0.0,['Welterweight']
528,Isabela de Padua,15.0,2.0,1.0,0.0,18.0,0.0,1.0,0.0,"[""Women's Flyweight""]"
529,Ansar Chalangov,2.0,0.0,1.5,0.0,3.5,0.0,2.0,0.0,['Welterweight']
530,Cheyanne Vlismas,52.25,0.25,0.25,0.25,53.0,2.0,2.0,0.5,"[""Women's Strawweight""]"
531,Iuri Alcantara,26.22,0.94,0.56,0.22,27.939999999999998,11.0,7.0,0.61,['Bantamweight' 'Featherweight']
532,Brock Larson,11.67,1.5,1.17,0.0,14.34,3.0,3.0,0.5,['Welterweight' 'Middleweight']
533,Eugene Jackson,7.29,0.29,0.71,0.29,8.579999999999998,3.0,4.0,0.43,['Middleweight']
534,Naoyuki Kotani,11.0,0.6,0.6,0.0,12.2,0.0,5.0,0.0,['Lightweight']
535,Richie Hightower,20.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,['Welterweight']
536,Gary Goodridge,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,['Heavyweight']
537,Felipe Arantes,28.5,0.75,0.58,0.08,29.909999999999997,6.0,6.0,0.5,['Bantamweight' 'Featherweight']
538,Victor Martinez,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,['Lightweight']
539,Alex Stiebling,4.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,['Middleweight']
540,Colby Covington,35.33,4.56,0.22,0.11,40.22,8.0,1.0,0.89,['Welterweight']
541,Jessin Ayari,40.75,0.0,0.25,0.0,41.0,1.0,3.0,0.25,['Lightweight' 'Welterweight']
542,Shane Campbell,37.75,1.0,0.0,0.0,38.75,1.0,3.0,0.25,['Lightweight']
543,Charlie Ward,2.5,0.0,0.0,0.0,2.5,0.0,2.0,0.0,['Welterweight']
544,Chan-Mi Jeon,93.5,0.0,0.0,0.0,93.5,0.0,2.0,0.0,"[""Women's Strawweight""]"
545,Alen Amedovski,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,['Middleweight']
546,Cory McKenna,38.0,2.0,0.5,0.0,40.5,3.0,1.0,0.75,"[""Women's Strawweight""]"
547,Chael Sonnen,24.69,2.62,0.23,0.0,27.540000000000003,7.0,6.0,0.54,['Light Heavyweight' 'Middleweight']
548,Angela Magana,19.0,0.33,0.33,0.0,19.659999999999997,0.0,3.0,0.0,"[""Women's Strawweight""]"
549,Jorge Rivera,25.2,0.47,0.07,0.53,26.27,8.0,7.0,0.53,['Middleweight']
550,Dhiego Lima,27.0,0.73,0.36,0.18,28.27,4.0,7.0,0.36,['Welterweight' 'Middleweight']
551,Mike Pyle,20.16,0.84,0.74,0.21,21.95,10.0,9.0,0.53,['Welterweight']
552,Lara Procopio,80.67,3.0,0.33,0.0,84.0,1.0,2.0,0.33,"[""Women's Flyweight"" ""Women's Bantamweight""]"
553,Buddy Roberts,25.0,0.0,0.5,0.0,25.5,1.0,1.0,0.5,['Middleweight']
554,Mallory Martin,29.0,0.5,0.25,0.0,29.75,1.0,3.0,0.25,"[""Women's Strawweight""]"
555,Cory Walmsley,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Light Heavyweight']
556,Jimy Hettes,36.67,3.67,1.0,0.0,41.34,3.0,3.0,0.5,['Featherweight']
557,Elvis Sinosic,7.86,0.0,0.57,0.14,8.57,1.0,6.0,0.14,['Light Heavyweight' 'Middleweight']
558,Galore Bofando,11.5,0.5,0.0,0.5,12.5,1.0,1.0,0.5,['Welterweight']
559,Wellington Turman,34.67,1.11,0.56,0.0,36.34,3.0,6.0,0.33,['Welterweight' 'Middleweight']
560,Lucas Martins,25.29,0.0,0.29,0.43,26.009999999999998,4.0,3.0,0.57,['Featherweight' 'Lightweight' 'Bantamweight']
